Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Naturaleza jurídica;Periodo;Total
Nacional;01 Andalucía;;Empresas: personas físicas;2018T1;11
Nacional;01 Andalucía;;Empresas: personas físicas;2017T4;5
Nacional;01 Andalucía;;Empresas: personas físicas;2017T3;6
Nacional;01 Andalucía;;Empresas: personas físicas;2017T2;4
Nacional;01 Andalucía;;Empresas: personas físicas;2017T1;8
Nacional;01 Andalucía;;Empresas: personas físicas;2016T4;15
Nacional;01 Andalucía;;Empresas: personas físicas;2016T3;0
Nacional;01 Andalucía;;Empresas: personas físicas;2016T2;8
Nacional;01 Andalucía;;Empresas: personas físicas;2016T1;4
Nacional;01 Andalucía;;Empresas: personas físicas;2015T4;12
Nacional;01 Andalucía;;Empresas: personas físicas;2015T3;3
Nacional;01 Andalucía;;Empresas: personas físicas;2015T2;6
Nacional;01 Andalucía;;Empresas: personas físicas;2015T1;3
Nacional;01 Andalucía;;Empresas: personas físicas;2014T4;9
Nacional;01 Andalucía;;Empresas: personas físicas;2014T3;7
Nacional;01 Andalucía;;Empresas: personas físicas;2014T2;9
Nacional;01 Andalucía;;Empresas: personas físicas;2014T1;7
Nacional;01 Andalucía;;Empresas: personas físicas;2013T4;17
Nacional;01 Andalucía;;Empresas: personas físicas;2013T3;6
Nacional;01 Andalucía;;Empresas: personas físicas;2013T2;6
Nacional;01 Andalucía;;Empresas: personas físicas;2013T1;5
Nacional;01 Andalucía;;Empresas: personas físicas;2012T4;9
Nacional;01 Andalucía;;Empresas: personas físicas;2012T3;7
Nacional;01 Andalucía;;Empresas: personas físicas;2012T2;20
Nacional;01 Andalucía;;Empresas: personas físicas;2012T1;20
Nacional;01 Andalucía;;Empresas: personas físicas;2011T4;9
Nacional;01 Andalucía;;Empresas: personas físicas;2011T3;11
Nacional;01 Andalucía;;Empresas: personas físicas;2011T2;9
Nacional;01 Andalucía;;Empresas: personas físicas;2011T1;8
Nacional;01 Andalucía;;Empresas: personas físicas;2010T4;13
Nacional;01 Andalucía;;Empresas: personas físicas;2010T3;7
Nacional;01 Andalucía;;Empresas: personas físicas;2010T2;11
Nacional;01 Andalucía;;Empresas: personas físicas;2010T1;6
Nacional;01 Andalucía;;Empresas: personas físicas;2009T4;9
Nacional;01 Andalucía;;Empresas: personas físicas;2009T3;7
Nacional;01 Andalucía;;Empresas: personas físicas;2009T2;12
Nacional;01 Andalucía;;Empresas: personas físicas;2009T1;8
Nacional;01 Andalucía;;Empresas: personas físicas;2008T4;13
Nacional;01 Andalucía;;Empresas: personas físicas;2008T3;6
Nacional;01 Andalucía;;Empresas: personas físicas;2008T2;6
Nacional;01 Andalucía;;Empresas: personas físicas;2008T1;4
Nacional;01 Andalucía;;Empresas: personas físicas;2007T4;0
Nacional;01 Andalucía;;Empresas: personas físicas;2007T3;1
Nacional;01 Andalucía;;Empresas: personas físicas;2007T2;0
Nacional;01 Andalucía;;Empresas: personas físicas;2007T1;0
Nacional;01 Andalucía;;Empresas: personas físicas;2006T4;0
Nacional;01 Andalucía;;Empresas: personas físicas;2006T3;0
Nacional;01 Andalucía;;Empresas: personas físicas;2006T2;1
Nacional;01 Andalucía;;Empresas: personas físicas;2006T1;0
Nacional;01 Andalucía;;Empresas: personas físicas;2005T4;2
Nacional;01 Andalucía;;Empresas: personas físicas;2005T3;1
Nacional;01 Andalucía;;Empresas: personas físicas;2005T2;2
Nacional;01 Andalucía;;Empresas: personas físicas;2005T1;0
Nacional;01 Andalucía;;Empresas: S.A.;2020T4;5
Nacional;01 Andalucía;;Empresas: S.A.;2020T3;4
Nacional;01 Andalucía;;Empresas: S.A.;2020T2;2
Nacional;01 Andalucía;;Empresas: S.A.;2020T1;8
Nacional;01 Andalucía;;Empresas: S.A.;2019T4;16
Nacional;01 Andalucía;;Empresas: S.A.;2019T3;4
Nacional;01 Andalucía;;Empresas: S.A.;2019T2;6
Nacional;01 Andalucía;;Empresas: S.A.;2019T1;15
Nacional;01 Andalucía;;Empresas: S.A.;2018T4;9
Nacional;01 Andalucía;;Empresas: S.A.;2018T3;6
Nacional;01 Andalucía;;Empresas: S.A.;2018T2;11
Nacional;01 Andalucía;;Empresas: S.A.;2018T1;9
Nacional;01 Andalucía;;Empresas: S.A.;2017T4;14
Nacional;01 Andalucía;;Empresas: S.A.;2017T3;6
Nacional;01 Andalucía;;Empresas: S.A.;2017T2;7
Nacional;01 Andalucía;;Empresas: S.A.;2017T1;14
Nacional;01 Andalucía;;Empresas: S.A.;2016T4;12
Nacional;01 Andalucía;;Empresas: S.A.;2016T3;14
Nacional;01 Andalucía;;Empresas: S.A.;2016T2;14
Nacional;01 Andalucía;;Empresas: S.A.;2016T1;7
Nacional;01 Andalucía;;Empresas: S.A.;2015T4;21
Nacional;01 Andalucía;;Empresas: S.A.;2015T3;17
Nacional;01 Andalucía;;Empresas: S.A.;2015T2;17
Nacional;01 Andalucía;;Empresas: S.A.;2015T1;21
Nacional;01 Andalucía;;Empresas: S.A.;2014T4;27
Nacional;01 Andalucía;;Empresas: S.A.;2014T3;25
Nacional;01 Andalucía;;Empresas: S.A.;2014T2;33
Nacional;01 Andalucía;;Empresas: S.A.;2014T1;29
Nacional;01 Andalucía;;Empresas: S.A.;2013T4;34
Nacional;01 Andalucía;;Empresas: S.A.;2013T3;24
Nacional;01 Andalucía;;Empresas: S.A.;2013T2;41
Nacional;01 Andalucía;;Empresas: S.A.;2013T1;39
Nacional;01 Andalucía;;Empresas: S.A.;2012T4;41
Nacional;01 Andalucía;;Empresas: S.A.;2012T3;19
Nacional;01 Andalucía;;Empresas: S.A.;2012T2;32
Nacional;01 Andalucía;;Empresas: S.A.;2012T1;29
Nacional;01 Andalucía;;Empresas: S.A.;2011T4;29
Nacional;01 Andalucía;;Empresas: S.A.;2011T3;23
Nacional;01 Andalucía;;Empresas: S.A.;2011T2;20
Nacional;01 Andalucía;;Empresas: S.A.;2011T1;22
Nacional;01 Andalucía;;Empresas: S.A.;2010T4;24
Nacional;01 Andalucía;;Empresas: S.A.;2010T3;11
Nacional;01 Andalucía;;Empresas: S.A.;2010T2;9
Nacional;01 Andalucía;;Empresas: S.A.;2010T1;18
Nacional;01 Andalucía;;Empresas: S.A.;2009T4;17
Nacional;01 Andalucía;;Empresas: S.A.;2009T3;13
Nacional;01 Andalucía;;Empresas: S.A.;2009T2;24
Nacional;01 Andalucía;;Empresas: S.A.;2009T1;26
Nacional;01 Andalucía;;Empresas: S.A.;2008T4;12
Nacional;01 Andalucía;;Empresas: S.A.;2008T3;13
Nacional;01 Andalucía;;Empresas: S.A.;2008T2;6
Nacional;01 Andalucía;;Empresas: S.A.;2008T1;8
Nacional;01 Andalucía;;Empresas: S.A.;2007T4;2
Nacional;01 Andalucía;;Empresas: S.A.;2007T3;2
Nacional;01 Andalucía;;Empresas: S.A.;2007T2;2
Nacional;01 Andalucía;;Empresas: S.A.;2007T1;4
Nacional;01 Andalucía;;Empresas: S.A.;2006T4;3
Nacional;01 Andalucía;;Empresas: S.A.;2006T3;1
Nacional;01 Andalucía;;Empresas: S.A.;2006T2;2
Nacional;01 Andalucía;;Empresas: S.A.;2006T1;5
Nacional;01 Andalucía;;Empresas: S.A.;2005T4;7
Nacional;01 Andalucía;;Empresas: S.A.;2005T3;3
Nacional;01 Andalucía;;Empresas: S.A.;2005T2;1
Nacional;01 Andalucía;;Empresas: S.A.;2005T1;2
Nacional;01 Andalucía;;Empresas: S.R.L.;2020T4;103
Nacional;01 Andalucía;;Empresas: S.R.L.;2020T3;74
Nacional;01 Andalucía;;Empresas: S.R.L.;2020T2;44
Nacional;01 Andalucía;;Empresas: S.R.L.;2020T1;95
Nacional;01 Andalucía;;Empresas: S.R.L.;2019T4;103
Nacional;01 Andalucía;;Empresas: S.R.L.;2019T3;88
Nacional;01 Andalucía;;Empresas: S.R.L.;2019T2;100
Nacional;01 Andalucía;;Empresas: S.R.L.;2019T1;82
Nacional;01 Andalucía;;Empresas: S.R.L.;2018T4;94
Nacional;01 Andalucía;;Empresas: S.R.L.;2018T3;56
Nacional;01 Andalucía;;Empresas: S.R.L.;2018T2;92
Nacional;01 Andalucía;;Empresas: S.R.L.;2018T1;89
Nacional;01 Andalucía;;Empresas: S.R.L.;2017T4;97
Nacional;01 Andalucía;;Empresas: S.R.L.;2017T3;83
Nacional;01 Andalucía;;Empresas: S.R.L.;2017T2;109
Nacional;01 Andalucía;;Empresas: S.R.L.;2017T1;92
Nacional;01 Andalucía;;Empresas: S.R.L.;2016T4;90
Nacional;01 Andalucía;;Empresas: S.R.L.;2016T3;86
Nacional;01 Andalucía;;Empresas: S.R.L.;2016T2;95
Nacional;01 Andalucía;;Empresas: S.R.L.;2016T1;75
Nacional;01 Andalucía;;Empresas: S.R.L.;2015T4;124
Nacional;01 Andalucía;;Empresas: S.R.L.;2015T3;115
Nacional;01 Andalucía;;Empresas: S.R.L.;2015T2;95
Nacional;01 Andalucía;;Empresas: S.R.L.;2015T1;116
Nacional;01 Andalucía;;Empresas: S.R.L.;2014T4;147
Nacional;01 Andalucía;;Empresas: S.R.L.;2014T3;124
Nacional;01 Andalucía;;Empresas: S.R.L.;2014T2;153
Nacional;01 Andalucía;;Empresas: S.R.L.;2014T1;164
Nacional;01 Andalucía;;Empresas: S.R.L.;2013T4;177
Nacional;01 Andalucía;;Empresas: S.R.L.;2013T3;160
Nacional;01 Andalucía;;Empresas: S.R.L.;2013T2;167
Nacional;01 Andalucía;;Empresas: S.R.L.;2013T1;168
Nacional;01 Andalucía;;Empresas: S.R.L.;2012T4;201
Nacional;01 Andalucía;;Empresas: S.R.L.;2012T3;138
Nacional;01 Andalucía;;Empresas: S.R.L.;2012T2;178
Nacional;01 Andalucía;;Empresas: S.R.L.;2012T1;163
Nacional;01 Andalucía;;Empresas: S.R.L.;2011T4;140
Nacional;01 Andalucía;;Empresas: S.R.L.;2011T3;114
Nacional;01 Andalucía;;Empresas: S.R.L.;2011T2;131
Nacional;01 Andalucía;;Empresas: S.R.L.;2011T1;104
Nacional;01 Andalucía;;Empresas: S.R.L.;2010T4;121
Nacional;01 Andalucía;;Empresas: S.R.L.;2010T3;79
Nacional;01 Andalucía;;Empresas: S.R.L.;2010T2;104
Nacional;01 Andalucía;;Empresas: S.R.L.;2010T1;107
Nacional;01 Andalucía;;Empresas: S.R.L.;2009T4;93
Nacional;01 Andalucía;;Empresas: S.R.L.;2009T3;76
Nacional;01 Andalucía;;Empresas: S.R.L.;2009T2;101
Nacional;01 Andalucía;;Empresas: S.R.L.;2009T1;112
Nacional;01 Andalucía;;Empresas: S.R.L.;2008T4;94
Nacional;01 Andalucía;;Empresas: S.R.L.;2008T3;84
Nacional;01 Andalucía;;Empresas: S.R.L.;2008T2;47
Nacional;01 Andalucía;;Empresas: S.R.L.;2008T1;56
Nacional;01 Andalucía;;Empresas: S.R.L.;2007T4;19
Nacional;01 Andalucía;;Empresas: S.R.L.;2007T3;22
Nacional;01 Andalucía;;Empresas: S.R.L.;2007T2;15
Nacional;01 Andalucía;;Empresas: S.R.L.;2007T1;19
Nacional;01 Andalucía;;Empresas: S.R.L.;2006T4;15
Nacional;01 Andalucía;;Empresas: S.R.L.;2006T3;11
Nacional;01 Andalucía;;Empresas: S.R.L.;2006T2;14
Nacional;01 Andalucía;;Empresas: S.R.L.;2006T1;10
Nacional;01 Andalucía;;Empresas: S.R.L.;2005T4;26
Nacional;01 Andalucía;;Empresas: S.R.L.;2005T3;9
Nacional;01 Andalucía;;Empresas: S.R.L.;2005T2;8
Nacional;01 Andalucía;;Empresas: S.R.L.;2005T1;14
Nacional;01 Andalucía;;Empresas: Otras;2020T4;2
Nacional;01 Andalucía;;Empresas: Otras;2020T3;1
Nacional;01 Andalucía;;Empresas: Otras;2020T2;2
Nacional;01 Andalucía;;Empresas: Otras;2020T1;3
Nacional;01 Andalucía;;Empresas: Otras;2019T4;6
Nacional;01 Andalucía;;Empresas: Otras;2019T3;5
Nacional;01 Andalucía;;Empresas: Otras;2019T2;3
Nacional;01 Andalucía;;Empresas: Otras;2019T1;2
Nacional;01 Andalucía;;Empresas: Otras;2018T4;4
Nacional;01 Andalucía;;Empresas: Otras;2018T3;5
Nacional;01 Andalucía;;Empresas: Otras;2018T2;6
Nacional;01 Andalucía;;Empresas: Otras;2018T1;3
Nacional;01 Andalucía;;Empresas: Otras;2017T4;4
Nacional;01 Andalucía;;Empresas: Otras;2017T3;1
Nacional;01 Andalucía;;Empresas: Otras;2017T2;6
Nacional;01 Andalucía;;Empresas: Otras;2017T1;8
Nacional;01 Andalucía;;Empresas: Otras;2016T4;13
Nacional;01 Andalucía;;Empresas: Otras;2016T3;8
Nacional;01 Andalucía;;Empresas: Otras;2016T2;9
Nacional;01 Andalucía;;Empresas: Otras;2016T1;8
Nacional;01 Andalucía;;Empresas: Otras;2015T4;4
Nacional;01 Andalucía;;Empresas: Otras;2015T3;3
Nacional;01 Andalucía;;Empresas: Otras;2015T2;2
Nacional;01 Andalucía;;Empresas: Otras;2015T1;6
Nacional;01 Andalucía;;Empresas: Otras;2014T4;6
Nacional;01 Andalucía;;Empresas: Otras;2014T3;4
Nacional;01 Andalucía;;Empresas: Otras;2014T2;2
Nacional;01 Andalucía;;Empresas: Otras;2014T1;11
Nacional;01 Andalucía;;Empresas: Otras;2013T4;6
Nacional;01 Andalucía;;Empresas: Otras;2013T3;8
Nacional;01 Andalucía;;Empresas: Otras;2013T2;8
Nacional;01 Andalucía;;Empresas: Otras;2013T1;7
Nacional;01 Andalucía;;Empresas: Otras;2012T4;6
Nacional;01 Andalucía;;Empresas: Otras;2012T3;9
Nacional;01 Andalucía;;Empresas: Otras;2012T2;5
Nacional;01 Andalucía;;Empresas: Otras;2012T1;5
Nacional;01 Andalucía;;Empresas: Otras;2011T4;2
Nacional;01 Andalucía;;Empresas: Otras;2011T3;1
Nacional;01 Andalucía;;Empresas: Otras;2011T2;5
Nacional;01 Andalucía;;Empresas: Otras;2011T1;2
Nacional;01 Andalucía;;Empresas: Otras;2010T4;5
Nacional;01 Andalucía;;Empresas: Otras;2010T3;3
Nacional;01 Andalucía;;Empresas: Otras;2010T2;1
Nacional;01 Andalucía;;Empresas: Otras;2010T1;0
Nacional;01 Andalucía;;Empresas: Otras;2009T4;4
Nacional;01 Andalucía;;Empresas: Otras;2009T3;1
Nacional;01 Andalucía;;Empresas: Otras;2009T2;2
Nacional;01 Andalucía;;Empresas: Otras;2009T1;2
Nacional;01 Andalucía;;Empresas: Otras;2008T4;2
Nacional;01 Andalucía;;Empresas: Otras;2008T3;4
Nacional;01 Andalucía;;Empresas: Otras;2008T2;2
Nacional;01 Andalucía;;Empresas: Otras;2008T1;0
Nacional;01 Andalucía;;Empresas: Otras;2007T4;1
Nacional;01 Andalucía;;Empresas: Otras;2007T3;0
Nacional;01 Andalucía;;Empresas: Otras;2007T2;1
Nacional;01 Andalucía;;Empresas: Otras;2007T1;1
Nacional;01 Andalucía;;Empresas: Otras;2006T4;1
Nacional;01 Andalucía;;Empresas: Otras;2006T3;1
Nacional;01 Andalucía;;Empresas: Otras;2006T2;0
Nacional;01 Andalucía;;Empresas: Otras;2006T1;1
Nacional;01 Andalucía;;Empresas: Otras;2005T4;2
Nacional;01 Andalucía;;Empresas: Otras;2005T3;1
Nacional;01 Andalucía;;Empresas: Otras;2005T2;0
Nacional;01 Andalucía;;Empresas: Otras;2005T1;0
Nacional;01 Andalucía;04 Almería;Total;2020T4;15
Nacional;01 Andalucía;04 Almería;Total;2020T3;16
Nacional;01 Andalucía;04 Almería;Total;2020T2;1
Nacional;01 Andalucía;04 Almería;Total;2020T1;8
Nacional;01 Andalucía;04 Almería;Total;2019T4;18
Nacional;01 Andalucía;04 Almería;Total;2019T3;17
Nacional;01 Andalucía;04 Almería;Total;2019T2;11
Nacional;01 Andalucía;04 Almería;Total;2019T1;14
Nacional;01 Andalucía;04 Almería;Total;2018T4;20
Nacional;01 Andalucía;04 Almería;Total;2018T3;7
Nacional;01 Andalucía;04 Almería;Total;2018T2;11
Nacional;01 Andalucía;04 Almería;Total;2018T1;12
Nacional;01 Andalucía;04 Almería;Total;2017T4;10
Nacional;01 Andalucía;04 Almería;Total;2017T3;8
Nacional;01 Andalucía;04 Almería;Total;2017T2;15
Nacional;01 Andalucía;04 Almería;Total;2017T1;14
Nacional;01 Andalucía;04 Almería;Total;2016T4;13
Nacional;01 Andalucía;04 Almería;Total;2016T3;14
Nacional;01 Andalucía;04 Almería;Total;2016T2;14
Nacional;01 Andalucía;04 Almería;Total;2016T1;15
Nacional;01 Andalucía;04 Almería;Total;2015T4;19
Nacional;01 Andalucía;04 Almería;Total;2015T3;10
Nacional;01 Andalucía;04 Almería;Total;2015T2;16
Nacional;01 Andalucía;04 Almería;Total;2015T1;5
Nacional;01 Andalucía;04 Almería;Total;2014T4;28
Nacional;01 Andalucía;04 Almería;Total;2014T3;6
Nacional;01 Andalucía;04 Almería;Total;2014T2;17
Nacional;01 Andalucía;04 Almería;Total;2014T1;10
Nacional;01 Andalucía;04 Almería;Total;2013T4;21
Nacional;01 Andalucía;04 Almería;Total;2013T3;6
Nacional;01 Andalucía;04 Almería;Total;2013T2;8
Nacional;01 Andalucía;04 Almería;Total;2013T1;17
Nacional;01 Andalucía;04 Almería;Total;2012T4;14
Nacional;01 Andalucía;04 Almería;Total;2012T3;2
Nacional;01 Andalucía;04 Almería;Total;2012T2;22
Nacional;01 Andalucía;04 Almería;Total;2012T1;6
Nacional;01 Andalucía;04 Almería;Total;2011T4;10
Nacional;01 Andalucía;04 Almería;Total;2011T3;25
Nacional;01 Andalucía;04 Almería;Total;2011T2;9
Nacional;01 Andalucía;04 Almería;Total;2011T1;5
Nacional;01 Andalucía;04 Almería;Total;2010T4;19
Nacional;01 Andalucía;04 Almería;Total;2010T3;10
Nacional;01 Andalucía;04 Almería;Total;2010T2;4
Nacional;01 Andalucía;04 Almería;Total;2010T1;4
Nacional;01 Andalucía;04 Almería;Total;2009T4;6
Nacional;01 Andalucía;04 Almería;Total;2009T3;14
Nacional;01 Andalucía;04 Almería;Total;2009T2;3
Nacional;01 Andalucía;04 Almería;Total;2009T1;6
Nacional;01 Andalucía;04 Almería;Total;2008T4;12
Nacional;01 Andalucía;04 Almería;Total;2008T3;4
Nacional;01 Andalucía;04 Almería;Total;2008T2;2
Nacional;01 Andalucía;04 Almería;Total;2008T1;5
Nacional;01 Andalucía;04 Almería;Total;2007T4;2
Nacional;01 Andalucía;04 Almería;Total;2007T3;3
Nacional;01 Andalucía;04 Almería;Total;2007T2;1
Nacional;01 Andalucía;04 Almería;Total;2007T1;2
Nacional;01 Andalucía;04 Almería;Total;2006T4;1
Nacional;01 Andalucía;04 Almería;Total;2006T3;0
Nacional;01 Andalucía;04 Almería;Total;2006T2;0
Nacional;01 Andalucía;04 Almería;Total;2006T1;1
Nacional;01 Andalucía;04 Almería;Total;2005T4;7
Nacional;01 Andalucía;04 Almería;Total;2005T3;2
Nacional;01 Andalucía;04 Almería;Total;2005T2;0
Nacional;01 Andalucía;04 Almería;Total;2005T1;0
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2020T4;6
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2020T3;6
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2020T2;0
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2020T1;3
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2019T4;7
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2019T3;5
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2019T2;1
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2019T1;3
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2018T4;3
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2018T3;2
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2018T2;5
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2018T1;1
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2017T4;1
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2017T3;0
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2017T2;2
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2017T1;3
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2016T4;1
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2016T3;1
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2016T2;0
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2016T1;6
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2015T4;3
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2015T3;0
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2015T2;3
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2015T1;0
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2014T4;2
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2014T3;0
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2014T2;1
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2014T1;2
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2013T4;2
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2013T3;1
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2013T2;2
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2013T1;0
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2012T4;0
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2012T3;0
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2012T2;1
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2012T1;0
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2011T4;2
Nacional;01 Andalucía;04 Almería;Personas físicas sin actividad empresarial;2011T3;0
